RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
040-002360553,File,Published,036-002360461,EAP310/1/1/92,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 517 TIFF images; 14.6GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00022f,,http://eap.bl.uk/database/overview_item.a4d?catId=19469;r=32501,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 517 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: NgaScript(s) of material: Tibetan dBu can script.",92,1650,'Bum Nga,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360554,File,Published,036-002360461,EAP310/1/1/93,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 556 TIFF images; 12.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000230,,http://eap.bl.uk/database/overview_item.a4d?catId=19470;r=10638,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 556 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: CaScript(s) of material: Tibetan dBu can script.",93,1650,'Bum Ca,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360555,File,Published,036-002360461,EAP310/1/1/94,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 534 TIFF images; 12.3GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000231,,http://eap.bl.uk/database/overview_item.a4d?catId=19471;r=5531,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 534 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: ChaScript(s) of material: Tibetan dBu can script.",94,1650,'Bum Cha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360556,File,Published,036-002360461,EAP310/1/1/95,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 512 TIFF images; 11.7GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000232,,http://eap.bl.uk/database/overview_item.a4d?catId=19472;r=10931,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 512 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: JaScript(s) of material: Tibetan dBu can script.",95,1650,'Bum Ja,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360557,File,Published,036-002360461,EAP310/1/1/96,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 554 TIFF images; 15.6GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000233,,http://eap.bl.uk/database/overview_item.a4d?catId=19473;r=8350,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 554 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: NyaScript(s) of material: Tibetan dBu can script.",96,1650,'Bum Nya,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360558,File,Published,036-002360461,EAP310/1/1/97,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 504 TIFF images; 11.6GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000234,,http://eap.bl.uk/database/overview_item.a4d?catId=19474;r=15627,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 504 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: TaScript(s) of material: Tibetan dBu can script.",97,1650,'Bum Ta,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360559,File,Published,036-002360461,EAP310/1/1/98,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 508 TIFF images; 14.3GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000235,,http://eap.bl.uk/database/overview_item.a4d?catId=19475;r=24556,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 508 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: ThaScript(s) of material: Tibetan dBu can script.",98,1650,'Bum Tha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360560,File,Published,036-002360461,EAP310/1/1/99,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 543 TIFF images; 15.3GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000236,,http://eap.bl.uk/database/overview_item.a4d?catId=19476;r=23447,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the teachings on the Perfection of Wisdom in 100,000 verses. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 543 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: DaScript(s) of material: Tibetan dBu can script.",99,1650,'Bum Da,,,,"Bhutan, Asia, Unspecified",,,,,
036-002360570,Series,Published,032-002360460,EAP310/1/2,Unrestricted,The books in the Thorbu series were either created in Thadrak or brought from other places although it is difficult to tell the exact provenance for each individual book. The books have generally remained in the temple. The books are looked after by the caretaker who is appointed by the family of the founder.,The books have no particular arrangment apart from individual labels for some of them. The labels have been retained and numbers have been given to each volume/book based on the sequence they were stored in the temple.,,,1650-1950,,,English,eng,Latin,Latn,1950,"34 folders containing 9,034 TIFF images; 269GB",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000083.0x000180,,,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The Thorbu collection is a made up of a wide range of literary works covering all sciences known in the Tibetan Buddhist world. There are biographies, meditation instructions, ritual liturgies and texts on philosophy, language and poetry. 34 volumes of manuscripts on paper in loose leaf poti format.Dates of original material: 1650-1950Script(s) of material: Tibetan dBu can, dBu med and 'Bru tsha script.",2,1650,Thor bu,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360571,File,Published,036-002360570,EAP310/1/2/1,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 160 TIFF images; 4.52GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000240,,http://eap.bl.uk/database/overview_item.a4d?catId=19487;r=16168,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains texts belonging to the bKa' brgyad bde 'dus cycle. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 230 folios of manuscripts on paper in loose leaf poti format of varying sizes.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can and dBu med scripts.,1,1650,001 bKa' brgyad bde 'dus,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360580,File,Published,036-002360570,EAP310/1/2/10,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 404 TIFF images; 17GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000249,,http://eap.bl.uk/database/overview_item.a4d?catId=19496;r=11445,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains various texts for religious practices and rituals. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 600 folios of manuscripts on paper in loose leaf poti format of varying sizes.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can and dBu med scripts.,10,1650,010 De va ko ta'i gnas bshad sogs,,,,"Bhutan, Asia, Unspecified",,,,,
